,question_id,semantic_str,image_id,answer,op_select,op_query,op_filter,op_relate,op_verify,op_choose,op_exist,op_or,op_different,op_and,op_same,op_common,skipped,model_response,correct,timeout,runtime_sec,answer_similarity,answer_sanitized,is_antonym
8064,20414484,"select: helmet (2)->relate: person,wearing,s (0) [0]->query: name [1]",n16936,skateboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,photographer,False,False,0.9535207748413086,0.3844659924507141,skateboarder,False
8065,20856879,"select: bracelet (19)->relate: furniture,lying on top of,o (17) [0]->query: name [1]",n293477,bed,1,1,0,1,0,0,0,0,0,0,0,0,False,bed,True,False,0.8218741416931152,1.0000001192092896,bed,False
8067,20786196,select: container (7)->filter material: metal [0]->choose vposition: top|bottom [1],n12404,top,1,0,1,0,0,1,0,0,0,0,0,0,False,top,True,False,0.35897016525268555,1.000000238418579,top,False
8068,20856877,"select: bracelet (19)->relate: _,lying on top of,o (17) [0]->query: name [1]",n293477,bed,1,1,0,1,0,0,0,0,0,0,0,0,False,bed,True,False,3.3147330284118652,1.0000001192092896,bed,False
8070,201273252,"select: palm tree (2)->relate: _,in front of,o (3) [0]->query: name [1]",n46510,building,1,1,0,1,0,0,0,0,0,0,0,0,False,sky,False,False,2.844912052154541,0.1856592297554016,building,False
8073,201030591,"select: pants (6)->relate: person,wearing,s (4) [0]->query: name [1]",n54424,boy,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.723966121673584,0.30682194232940674,boy,False
8077,202144657,"select: man (0)->filter hposition: left [0]->choose rel: crate,to the right of|to the left of,s (9) [1]",n37274,right,1,0,1,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.7174873352050781,0.0,right,False
8079,20442446,"select: door (1)->relate: table,behind,o (10) [0]->relate: _,on top of,s (9) [1]->query: name [2]",n207708,plant,1,1,0,2,0,0,0,0,0,0,0,0,False,chair,False,False,4.091395616531372,0.24961276352405548,plant,False
8080,20442447,"select: table (10)->relate: _,on top of,s (9) [0]->query: name [1]",n207708,plant,1,1,0,1,0,0,0,0,0,0,0,0,False,chair,False,False,2.7779929637908936,0.24961276352405548,plant,False
8081,202119260,select: animal (0)->query: name [0],n544255,elephant,1,1,0,0,0,0,0,0,0,0,0,0,False,elephant,True,False,0.3501434326171875,1.0000001192092896,elephant,False
8083,201207199,select: apples (2)->choose color: brown|green [0],n222915,brown,1,0,0,0,0,1,0,0,0,0,0,0,False,green,False,False,0.3643605709075928,0.6335818767547607,brown,False
8085,202119267,select: animal (0)->filter pose: walking [0]->query: name [1],n544255,elephant,1,1,1,0,0,0,0,0,0,0,0,0,False,elephant,True,False,0.37403321266174316,1.0000001192092896,elephant,False
8086,20883270,select: cap (7)->filter color: blue [0]->choose: new|old [1],n159284,new,1,0,1,0,0,1,0,0,0,0,0,0,False,new,True,False,0.34984278678894043,1.0000001192092896,new,False
8087,202240983,select: drink (3)->filter: full [0]->query: hposition [1],n460385,right,1,1,1,0,0,0,0,0,0,0,0,0,False,right,True,False,0.34945130348205566,1.0,right,False
8090,201879246,"select: racket (5)->filter color: white [0]->relate: person,holding,s (7) [1]->query: name [2]",n496803,athlete,1,1,1,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,0.741213321685791,0.0,athlete,False
8091,202258314,"select: bag (0)->relate: man,reaching for,s (1) [0]->filter age: young [1]->relate: animal,behind,s (3) [2]->query: name [3]",n216553,horse,1,1,1,2,0,0,0,0,0,0,0,0,False,horse,True,False,1.4145686626434326,0.9999998807907104,horse,False
8092,202053354,"select: player (5)->relate: person,to the left of,s (4) [0]->choose activity: playing|waiting [1]",n334278,playing,1,0,0,1,0,1,0,0,0,0,0,0,False,playing,True,False,0.799591064453125,1.0000001192092896,playing,False
8094,201859428,select: food (2)->filter shape: round [0]->query: hposition [1],n546884,left,1,1,1,0,0,0,0,0,0,0,0,0,False,right,False,False,0.3815426826477051,0.3496968150138855,left,True
8095,202023352,"select: bed (5)->relate: furniture,behind,s (0) [0]->query: name [1]",n95313,bookshelf,1,1,0,1,0,0,0,0,0,0,0,0,False,bar_stool,False,False,0.7514896392822266,0.3696479797363281,bookshelf,False
8096,20733996,"select: trees (19)->relate: _,in front of,o (3) [0]->query: name [1]",n90944,buildings,1,1,0,1,0,0,0,0,0,0,0,0,False,wetsuit,False,False,3.2389628887176514,0.15899135172367096,building,False
8097,20441950,"select: table (10)->relate: _,in front of,o (1) [0]->query: name [1]",n207708,door,1,1,0,1,0,0,0,0,0,0,0,0,False,light_switch,False,False,2.8727738857269287,0.2361925095319748,door,False
8099,20733992,"select: trees (19)->relate: _,surrounding,o (7) [0]->query: name [1]",n90944,sand,1,1,0,1,0,0,0,0,0,0,0,0,False,wetsuit,False,False,2.917325973510742,0.2939378619194031,sand,False
8100,20442198,select: microwave (5)->filter size: large [0]->query: hposition [1],n207708,left,1,1,1,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3471345901489258,0.9999998807907104,left,False
8101,20733990,"select: trees (19)->relate: _,surrounding,o (7) [0]->query: name [1]",n90944,sand,1,1,0,1,0,0,0,0,0,0,0,0,False,wetsuit,False,False,2.917041063308716,0.2939378619194031,sand,False
8103,201068342,"select: sweatshirt (8)->relate: girl,wearing,s (0) [0]->query: age [1]",n159802,young,1,1,0,1,0,0,0,0,0,0,0,0,False,young,True,False,0.7751891613006592,1.0000001192092896,young,False
8105,20480312,"select: water bottle (5)->relate: lamp,to the left of,s (12) [0]->filter material: metal [1]->relate: furniture,to the left of,s (0) [2]->query: name [3]",n520071,bookcase,1,1,1,2,0,0,0,0,0,0,0,0,False,bookshelf,False,False,1.51218581199646,0.8818353414535522,bookcase,False
8106,20492040,"select: ground (10)->relate: animal,walking on,s (5) [0]->query: name [1]",n335542,birds,1,1,0,1,0,0,0,0,0,0,0,0,False,seagull,False,False,0.909186601638794,0.5750365257263184,bird,False
8107,20492042,"select: birds (5)->filter pose: walking [0]->relate: _,walking on,o (10) [1]->query: name [2]",n335542,ground,1,1,1,1,0,0,0,0,0,0,0,0,False,bear,False,False,2.868372917175293,0.16419588029384613,ground,False
8109,202005923,"select: microwave (12)->relate: appliance,below,s (13) [0]->query: shape [1]",n97485,square,1,1,0,1,0,0,0,0,0,0,0,0,False,rectangular,False,False,0.8202695846557617,0.7010456919670105,square,False
8110,20295376,"select: wall (13)->relate: _,leaning against,s (11) [0]->query: name [1]",n162586,television,1,1,0,1,0,0,0,0,0,0,0,0,False,suit,False,False,2.485400676727295,0.17282088100910187,television,False
8111,202258441,select: fence (6)->query: material [0],n216553,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,leather,False,False,0.3560795783996582,0.5480893850326538,wood,False
8116,201175179,select: bottle (14)->filter: open [0]->query: hposition [1],n357784,right,1,1,1,0,0,0,0,0,0,0,0,0,False,right,True,False,0.34659624099731445,1.0,right,False
8117,20622037,select: animal (6)->query: name [0],n210269,horses,1,1,0,0,0,0,0,0,0,0,0,0,False,horse,True,False,0.3453643321990967,0.9999998807907104,horse,False
8120,201759224,select: clothing (1)->filter: hanging [0]->query: name [1],n150962,coats,1,1,1,0,0,0,0,0,0,0,0,0,False,kimono,False,False,0.3542792797088623,0.5023769736289978,coat,False
8121,20518747,"select: mirror (1)->relate: shower,near,s (16) [0]->relate: _,in,s (9) [1]->query: name [2]",n141939,soap,1,1,0,2,0,0,0,0,0,0,0,0,False,tissue,False,False,6.096893072128296,0.4637758731842041,soap,False
8122,201704521,"select: grass (2)->relate: animal,above,s (0) [0]->query: name [1]",n164272,cow,1,1,0,1,0,0,0,0,0,0,0,0,False,cow,True,False,0.8531346321105957,1.0,cow,False
8123,201704522,"select: grass (2)->relate: animal,above,s (0) [0]->query: name [1]",n164272,cow,1,1,0,1,0,0,0,0,0,0,0,0,False,cow,True,False,0.8497250080108643,1.0,cow,False
8125,201056166,"select: ball (0)->relate: person,kicking,s (6) [0]->query: name [1]",n259002,soccer player,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8447940349578857,0.15367524325847626,soccer_player,False
8126,201056167,"select: soccer player (6)->filter activity: looking up [0]->relate: _,kicking,o (0) [1]->query: name [2]",n259002,ball,1,1,1,1,0,0,0,0,0,0,0,0,False,ball,True,False,3.165471076965332,1.0,ball,False
8127,202246806,select: shirt (9)->choose: dull|bright [0],n310828,dull,1,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.32503676414489746,0.0,dull,False
8128,201434237,"select: pavement (8)->relate: airplane,on,s (6) [0]->filter: light [1]->relate: device,below,s (4) [2]->query: name [3]",n545516,phone,1,1,1,2,0,0,0,0,0,0,0,0,False,cell_phone,False,False,1.182659387588501,0.7149004936218262,phone,False
8129,2017494,"select: sky (9)->filter color: light blue [0]->relate: _,higher than,o (8) [1]->query: name [2]",n324908,mountains,1,1,1,1,0,0,0,0,0,0,0,0,False,blanket,False,False,3.2338943481445312,0.284061461687088,mountain,False
8130,2017495,"select: sky (9)->relate: _,higher than,o (8) [0]->query: name [1]",n324908,mountains,1,1,0,1,0,0,0,0,0,0,0,0,False,blanket,False,False,2.650669813156128,0.284061461687088,mountain,False
8131,2017493,"select: mountains (8)->relate: _,higher than,s (9) [0]->query: name [1]",n324908,sky,1,1,0,1,0,0,0,0,0,0,0,0,False,blanket,False,False,2.324158191680908,0.29550501704216003,sky,False
8132,20518748,"select: shower (16)->relate: _,in,s (9) [0]->query: name [1]",n141939,soap,1,1,0,1,0,0,0,0,0,0,0,0,False,tissue,False,False,3.2060375213623047,0.4637758731842041,soap,False
8133,201497846,select: device (12)->filter size: large [0]->query: name [1],n315887,monitor,1,1,1,0,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.36461615562438965,0.43517225980758667,monitor,False
8134,201497845,select: device (12)->filter size: large [0]->query: name [1],n315887,monitor,1,1,1,0,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.35406041145324707,0.43517225980758667,monitor,False
8135,201528054,"select: girl (6)->relate: _,holding,o (0) [0]->query: name [1]",n118102,knife,1,1,0,1,0,0,0,0,0,0,0,0,False,cake,False,False,2.4775798320770264,0.33926838636398315,knife,False
8136,20462212,select: house (8)->query: material [0],n571179,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,stainless_steel,False,False,0.3556385040283203,0.30973199009895325,wood,False
8139,20412085,select: people (1)->filter race: caucasian [0]->query: activity [1],n531359,talking,1,1,1,0,0,0,0,0,0,0,0,0,False,posing,False,False,0.3720881938934326,0.3001551032066345,talking,False
8140,201342407,"select: airplane (4)->relate: vehicle,above,o (8) [0]->query: color [1]",n157375,white,1,1,0,1,0,0,0,0,0,0,0,0,False,khaki,False,False,0.7574765682220459,0.42186760902404785,white,False
8142,20306501,"select: woman (1)->relate: person,sitting beside,s (0) [0]->query: name [1]",n554880,man,1,1,0,1,0,0,0,0,0,0,0,0,False,skier,False,False,0.7984969615936279,0.16851255297660828,man,False
8143,20536143,"select: ground (6)->relate: animal,standing on,s (1) [0]->query: color [1]",n410476,dark brown,1,1,0,1,0,0,0,0,0,0,0,0,False,khaki,False,False,0.9035699367523193,0.3330266773700714,dark_brown,False
8144,201109258,"select: truck (2)->relate: _,in front of,s (1) [0]->query: name [1]",n167164,suv,1,1,0,1,0,0,0,0,0,0,0,0,False,house,False,False,2.976578950881958,0.2574651837348938,suv,False
8148,201974830,"select: hat (6)->relate: person,wearing,s (18) [0]->query: name [1]",n274905,player,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7216289043426514,0.3702917993068695,player,False
8150,201109256,"select: street (10)->relate: truck,driving on,s (2) [0]->relate: _,in front of,s (1) [1]->query: name [2]",n167164,suv,1,1,0,2,0,0,0,0,0,0,0,0,False,house,False,False,5.154123306274414,0.2574651837348938,suv,False
8151,201109255,"select: street (10)->relate: vehicle,driving on,s (1) [0]->query: name [1]",n167164,suv,1,1,0,1,0,0,0,0,0,0,0,0,False,suv,True,False,0.8313941955566406,1.0000001192092896,suv,False
8152,20886973,select: device (11)->filter vposition: bottom [0]->query: color [1],n282436,blue,1,1,1,0,0,0,0,0,0,0,0,0,False,UNSAT,False,False,0.3730762004852295,0.0,blue,False
8153,202006048,select: microwave (12)->query: hposition [0],n97485,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.3287782669067383,1.0,right,False
8155,20245756,"select: person (12)->relate: person,to the right of,s (11) [0]->choose activity: staring|sleeping [1]",n489190,staring,1,0,0,1,0,1,0,0,0,0,0,0,False,staring,True,False,0.42849087715148926,1.0,staring,False
8156,20655417,select: pants (7)->query: color [0],n199097,gray,1,1,0,0,0,0,0,0,0,0,0,0,False,dark_blue,False,False,0.36193251609802246,0.35843855142593384,gray,False
8158,201972819,select: kite (1)->filter color: purple [0]->filter color: black [1]->choose size: large|small [2],n541482,large,1,0,2,0,0,1,0,0,0,0,0,0,False,small,False,False,0.3367922306060791,0.5980595946311951,large,True
8161,201987410,select: tool (2)->query: material [0],n501951,metal,1,1,0,0,0,0,0,0,0,0,0,0,False,wood,False,False,0.35546040534973145,0.458046555519104,metal,False
8162,2075474,"select: grass (12)->filter color: light brown [0]->relate: animal,standing on,s (9) [1]->query: name [2]",n469525,deer,1,1,1,1,0,0,0,0,0,0,0,0,False,giraffe,False,False,0.9438285827636719,0.39331430196762085,deer,False
8163,2075475,"select: grass (12)->relate: animal,standing on,s (9) [0]->query: name [1]",n469525,deer,1,1,0,1,0,0,0,0,0,0,0,0,False,giraffe,False,False,0.8553407192230225,0.39331430196762085,deer,False
8167,201752966,"select: person (12)->filter age: young [0]->choose rel: bag,to the right of|to the left of,s (9) [1]",n262929,right,1,0,1,0,0,1,0,0,0,0,0,0,False,to_the_right_of,True,False,0.8963050842285156,0.9999999403953552,to_the_right_of,False
8169,201795036,"select: child (0)->relate: elephant,looking at,o (14) [0]->query: size [1]",n119944,large,1,1,0,1,0,0,0,0,0,0,0,0,False,large,True,False,0.7915265560150146,0.9999997019767761,large,False
8171,20258686,"select: phone (0)->relate: furniture,to the left of,s (11) [0]->query: name [1]",n204894,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,chair,True,False,0.8208441734313965,1.000000238418579,chair,False
8172,20177719,"select: table (18)->relate: _,inside,o (15) [0]->query: name [1]",n55058,restaurant,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,2.0983924865722656,0.46602025628089905,restaurant,False
8173,20177718,"select: table (18)->relate: _,inside,o (15) [0]->query: name [1]",n55058,restaurant,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,2.0978567600250244,0.46602025628089905,restaurant,False
8176,20887376,"select: keyboard (6)->relate: animal,to the left of,s (5) [0]->query: name [1]",n282436,dog,1,1,0,1,0,0,0,0,0,0,0,0,False,dog,True,False,0.6835496425628662,1.000000238418579,dog,False
8177,20589037,select: beach (8)->choose color: blue|white [0],n258500,blue,1,0,0,0,0,1,0,0,0,0,0,0,False,white,False,False,0.3661513328552246,0.6442303657531738,blue,False
8178,20177717,"select: restaurant (15)->relate: furniture,inside,s (18) [0]->query: name [1]",n55058,table,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7366676330566406,0.7102208137512207,table,False
8179,201301990,select: pants (3)->query: cleanliness [0],n127705,clean,1,1,0,0,0,0,0,0,0,0,0,0,False,dirty,False,False,0.33881163597106934,0.653197169303894,clean,True
8180,20177714,"select: restaurant (15)->filter size: not(small) [0]->relate: _,inside,s (18) [1]->query: name [2]",n55058,table,1,1,1,1,0,0,0,0,0,0,0,0,False,hamburger,False,False,2.174901008605957,0.19088684022426605,table,False
8183,201467277,"select: bear (4)->relate: bear,next to,s (3) [0]->query: size [1]",n437192,large,1,1,0,1,0,0,0,0,0,0,0,0,False,little,False,False,0.36079835891723633,0.2769447863101959,large,True
8186,20929347,select: mirror (10)->choose size: small|large [0],n9181,small,1,0,0,0,0,1,0,0,0,0,0,0,False,small,True,False,0.34806251525878906,1.0,small,False
8188,20672815,"select: table (30)->choose rel: toilet,to the left of|to the right of,s (24) [0]",n59147,left,1,0,0,0,0,1,0,0,0,0,0,0,False,to_the_left_of,True,False,0.816110372543335,1.0,to_the_left_of,False
8189,20204972,"select: laptop (4)->relate: person,using,s (7) [0]->query: name [1]",n532191,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.6798388957977295,0.5288609266281128,woman,False
8190,20204974,"select: person (7)->filter face expression: happy [0]->relate: _,using,o (4) [1]->query: name [2]",n532191,laptop,1,1,1,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,2.125174045562744,0.0,laptop,False
8191,20258611,select: chair (11)->filter color: white [0]->choose hposition: left|right [1],n204894,left,1,0,1,0,0,1,0,0,0,0,0,0,False,left,True,False,0.3842313289642334,0.9999998807907104,left,False
8193,20827455,"select: side table (15)->relate: furniture,to the left of,s (4) [0]->query: name [1]",n283587,sofa,1,1,0,1,0,0,0,0,0,0,0,0,False,coffee_table,False,False,0.7952089309692383,0.46424221992492676,sofa,False
8194,20361316,"select: hat (4)->relate: person,wearing,s (2) [0]->query: name [1]",n352479,snowboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7250123023986816,0.2812540829181671,snowboarder,False
8195,20210955,"select: plate (11)->relate: baked good,on top of,s (10) [0]->query: name [1]",n312206,pie,1,1,0,1,0,0,0,0,0,0,0,0,False,waffle,False,False,0.8957908153533936,0.4324347972869873,pie,False
8196,20210954,"select: plate (11)->filter shape: round [0]->relate: baked good,on top of,s (10) [1]->query: name [2]",n312206,pie,1,1,1,1,0,0,0,0,0,0,0,0,False,pastry,False,False,0.9217121601104736,0.5989924669265747,pie,False
8198,20361310,"select: glove (0)->relate: person,wearing,s (2) [0]->query: name [1]",n352479,snowboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7591967582702637,0.2812540829181671,snowboarder,False
8199,20757013,"select: wine (5)->relate: oil,larger than,s (6) [0]->relate: _,under,s (7) [1]->query: name [2]",n433532,stove,1,1,0,2,0,0,0,0,0,0,0,0,False,bottle,False,False,4.09163761138916,0.25582247972488403,stove,False
8200,20757015,"select: oil (6)->relate: appliance,under,s (7) [0]->query: name [1]",n433532,stove,1,1,0,1,0,0,0,0,0,0,0,0,False,dryer,False,False,0.8474082946777344,0.4252318739891052,stove,False
8202,201047345,"select: tie (3)->relate: _,tied around,o (5) [0]->query: name [1]",n234683,dress shirt,1,1,0,1,0,0,0,0,0,0,0,0,False,suit,False,False,2.419475793838501,0.43696504831314087,dress_shirt,False
8203,201047346,"select: tie (3)->relate: _,tied around,o (5) [0]->query: name [1]",n234683,dress shirt,1,1,0,1,0,0,0,0,0,0,0,0,False,suit,False,False,2.4170188903808594,0.43696504831314087,dress_shirt,False
8205,20756945,select: appliance (7)->query: name [0],n433532,stove,1,1,0,0,0,0,0,0,0,0,0,0,False,gas_stove,False,False,0.3382079601287842,0.777809739112854,stove,False
8207,201616041,select: rug (1)->choose hposition: right|left [0],n65230,right,1,0,0,0,0,1,0,0,0,0,0,0,False,right,True,False,0.3307678699493408,1.0,right,False
8208,20756946,select: appliance (7)->query: name [0],n433532,stove,1,1,0,0,0,0,0,0,0,0,0,0,False,gas_stove,False,False,0.3384215831756592,0.777809739112854,stove,False
8211,202081996,select: pot (2)->query: shape [0],n433692,round,1,1,0,0,0,0,0,0,0,0,0,0,False,triangular,False,False,0.33492469787597656,0.47077468037605286,round,False
8212,201527444,"select: girl (6)->relate: utensil,holding,o (0) [0]->query: color [1]",n118102,brown,1,1,0,1,0,0,0,0,0,0,0,0,False,maroon,False,False,0.7610297203063965,0.6382280588150024,brown,False
8213,201342284,select: airplane (4)->query: material [0],n157375,metal,1,1,0,0,0,0,0,0,0,0,0,0,False,plastic,False,False,0.33556056022644043,0.655573844909668,metal,False
8214,202244209,select: food (2)->filter: black and white [0]->query: name [1],n296467,rice,1,1,1,0,0,0,0,0,0,0,0,0,False,cereal,False,False,0.38407182693481445,0.5553418397903442,rice,False
8217,20706180,select: mouse pad (4)->query: hposition [0],n264887,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3272268772125244,0.9999998807907104,left,False
8219,201879652,"select: vehicle (18)->filter size: not(large) [0]->relate: animal,sitting inside,s (9) [1]->query: name [2]",n290409,dog,1,1,1,1,0,0,0,0,0,0,0,0,False,dog,True,False,0.846808671951294,1.000000238418579,dog,False
8220,201879385,select: mirror (12)->choose hposition: right|left [0],n290409,right,1,0,0,0,0,1,0,0,0,0,0,0,False,left,False,False,0.33357810974121094,0.3496968150138855,right,True
8221,201738998,"select: pitcher (0)->filter: not(old) [0]->relate: place,standing on,o (10) [1]->query: name [2]",n485969,field,1,1,1,1,0,0,0,0,0,0,0,0,False,dirt,False,False,0.9281203746795654,0.4028288722038269,field,False
8222,201412269,"select: goggles (2)->relate: person,wearing,s (0) [0]->query: name [1]",n143672,skier,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8299727439880371,0.16851255297660828,skier,False
8223,20667327,select: hat (10)->filter material: cloth [0]->choose color: green|white [1],n181355,green,1,0,1,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.34943461418151855,0.0,green,False
8228,201412265,"select: skis (7)->relate: person,using,s (0) [0]->query: name [1]",n143672,skier,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8260650634765625,0.16851255297660828,skier,False
8229,201412266,"select: skier (0)->filter gender: not(female) [0]->relate: _,using,o (7) [1]->query: name [2]",n143672,skis,1,1,1,1,0,0,0,0,0,0,0,0,False,backpack,False,False,2.831376314163208,0.20145778357982635,ski,False
8231,201481454,"select: glasses (24)->relate: woman,to the right of,s (11) [0]->filter: smiling [1]->choose activity: staring|waiting [2]",n470920,staring,1,0,1,1,0,1,0,0,0,0,0,0,False,staring,True,False,0.9017531871795654,1.0,staring,False
8232,201481451,select: person (11)->filter activity: staring [0]->query: name [1],n470920,woman,1,1,1,0,0,0,0,0,0,0,0,0,False,man,False,False,0.3706321716308594,0.35008004307746887,woman,True
8238,2076744,select: vehicle (8)->query: name [0],n214497,cars,1,1,0,0,0,0,0,0,0,0,0,0,False,suv,False,False,0.3332803249359131,0.6575049161911011,car,False
8239,2076743,select: vehicle (8)->query: name [0],n214497,cars,1,1,0,0,0,0,0,0,0,0,0,0,False,suv,False,False,0.33353352546691895,0.6575049161911011,car,False
8240,20794212,"select: mustard (5)->relate: _,on,o (4) [0]->query: name [1]",n278453,ham,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,2.219386339187622,0.27125149965286255,ham,False
8241,20794211,"select: mustard (5)->relate: _,on,o (4) [0]->query: name [1]",n278453,ham,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,2.2224888801574707,0.27125149965286255,ham,False
8242,20794210,"select: ham (4)->relate: sauce,on,s (5) [0]->query: name [1]",n278453,mustard,1,1,0,1,0,0,0,0,0,0,0,0,False,mustard,True,False,0.7616136074066162,1.0,mustard,False
8243,20794215,"select: mustard (5)->relate: meat,on,o (4) [0]->query: name [1]",n278453,ham,1,1,0,1,0,0,0,0,0,0,0,0,False,steak,False,False,0.7362806797027588,0.46305739879608154,ham,False
8244,20794214,"select: mustard (5)->relate: meat,on,o (4) [0]->query: name [1]",n278453,ham,1,1,0,1,0,0,0,0,0,0,0,0,False,steak,False,False,0.7358071804046631,0.46305739879608154,ham,False
8246,20722070,"select: doll (0)->relate: windows,above,s (7) [0]->query: shape [1]",n89148,rectangular,1,1,0,1,0,0,0,0,0,0,0,0,False,rectangular,True,False,0.8090951442718506,1.0000001192092896,rectangular,False
8247,20879120,select: trees (9)->filter material: wood [0]->query: color [1],n259949,brown,1,1,1,0,0,0,0,0,0,0,0,0,False,dark_brown,False,False,0.3815329074859619,0.5549381971359253,brown,False
8248,20611506,"select: grapes (2)->select: cookie (8) ->choose healthier:  [0, 1]",n28996,grapes,2,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.6469063758850098,0.0,grape,False
8251,20285116,"select: carpet (0)->relate: furniture,on,s (15) [0]->query: name [1]",n192021,chair,1,1,0,1,0,0,0,0,0,0,0,0,False,coffee_table,False,False,0.808305025100708,0.47079506516456604,chair,False
8253,20836684,"select: luggage (3)->relate: people,standing behind,s (17) [0]->relate: toy,to the left of,s (6) [1]->query: name [2]",n507959,dolls,1,1,0,2,0,0,0,0,0,0,0,0,False,action_figure,False,False,1.5278029441833496,0.40506070852279663,doll,False
8256,202133684,select: person (7)->filter activity: looking up [0]->query: name [1],n412144,skateboarder,1,1,1,0,0,0,0,0,0,0,0,0,False,skater,False,False,0.37157773971557617,0.7591251730918884,skateboarder,False
8258,201737916,select: person (1)->filter pose: sitting [0]->query: name [1],n531731,player,1,1,1,0,0,0,0,0,0,0,0,0,False,person,False,False,0.36861658096313477,0.5068159699440002,player,False
8260,201573989,select: person (8)->filter activity: waiting [0]->query: name [1],n115614,people,1,1,1,0,0,0,0,0,0,0,0,0,False,person,True,False,0.37028002738952637,1.0000001192092896,person,False
8262,20120156,"select: sign (12)->relate: _,hanging on,o (8) [0]->query: name [1]",n117888,fence,1,1,0,1,0,0,0,0,0,0,0,0,False,tennis_ball,False,False,2.91666841506958,0.1949632167816162,fence,False
8263,201576606,"select: goat (2)->relate: person,near,s (1) [0]->filter face expression: happy [1]->relate: _,wearing,o (15) [2]->query: name [3]",n187961,jacket,1,1,1,2,0,0,0,0,0,0,0,0,False,UNSAT,False,False,3.2823569774627686,0.0,jacket,False
8264,201576607,"select: child (1)->relate: _,wearing,o (15) [0]->query: name [1]",n187961,jacket,1,1,0,1,0,0,0,0,0,0,0,0,False,hat,False,False,2.9289889335632324,0.584509015083313,jacket,False
8265,201576604,"select: jacket (15)->relate: person,wearing,s (1) [0]->query: name [1]",n187961,child,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.7450852394104004,0.38712456822395325,child,False
8266,201156181,select: jacket (15)->choose color: black|red [0],n146522,black,1,0,0,0,0,1,0,0,0,0,0,0,False,black,True,False,0.3825056552886963,1.0,black,False
8267,20715789,select: sand (4)->filter texture: fine [0]->choose color: beige|black [1],n507149,beige,1,0,1,0,0,1,0,0,0,0,0,0,False,beige,True,False,0.366696834564209,1.0000001192092896,beige,False
8268,20618816,"select: wristband (5)->relate: woman,wearing,s (6) [0]->choose rel: man,to the left of|to the right of,s (1) [1]",n126087,left,1,0,0,1,0,1,0,0,0,0,0,0,False,to_the_left_of,True,False,1.405867338180542,1.0,to_the_left_of,False
8271,20618818,"select: shirt (2)->relate: person,wearing,s (1) [0]->query: name [1]",n126087,man,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,False,False,0.7768850326538086,0.2816566824913025,man,False
8273,201879365,"select: sidewalk (13)->relate: _,in front of,o (8) [0]->query: name [1]",n290409,basket,1,1,0,1,0,0,0,0,0,0,0,0,False,fire_truck,False,False,2.9791712760925293,0.22858130931854248,basket,False
8276,201428534,"select: person (1)->relate: person,standing near,s (0) [0]->query: race [1]",n199758,asian,1,1,0,1,0,0,0,0,0,0,0,0,False,asian,True,False,0.40749168395996094,1.0,asian,False
8277,201428538,"select: person (0)->filter height: short [0]->relate: _,holding,o (3) [1]->query: name [2]",n199758,remote control,1,1,1,1,0,0,0,0,0,0,0,0,False,glasses,False,False,3.3227291107177734,0.10910151153802872,remote_control,False
8280,20151843,"select: she (7)->relate: drink,behind,o (1) [0]->query: name [1]",n313060,coffee,1,1,0,1,0,0,0,0,0,0,0,0,False,coffee_cup,False,False,0.8155691623687744,0.5661211013793945,coffee,False
8281,20395127,select: furniture (9)->query: name [0],n369313,table,1,1,0,0,0,0,0,0,0,0,0,0,False,table,True,False,0.34278059005737305,1.0000001192092896,table,False
